Player_ID,Player_Name,Season,Team,Country,Role,Matches,Innings,Runs,Highest_Score,Average,Strike_Rate,Fours,Sixes,Wickets,Economy,Bowling_Average,Catches,Player_Price_Cr,Status,Date_Updated
P125,VIRAT KOHLI,2024,Mumbai Indians,India,All-rounder,8,1,240,138,76.08,,17,47,12,8.28,48.57,8,,Playing,7/4/2023
P055,JASPRIT BUMRAH,2024,MI,India,Bowler,11,8,604,119,37.48,83.07,8,56,11,5.87,14.33,19,,Released,20/07/2025
P160,RAVINDRA JADEJA,2023,Royal Challengers Bengaluru,England,Bowler,7,0,,50,26.29,187.44,61,58,18,11.63,14.85,7,7.66,Retained,1/26/2024
P174,JASPRIT BUMRAH,2023,Royal Challengers Bengaluru,England,Wicket Keeper,12,2,427,119,24.41,212.59,16,21,21,9.27,38.85,6,5.68,Retained,6/4/2023
P220,KL RAHUL,2023,RCB,England,Bowler,4,5,816,144,44.31,,42,27,2,8.72,22.45,0,,Released,9/11/2024
P108,KL RAHUL,2024,SRH,,Batter,5,10,,32,58.28,-10,61,28,16,4.01,22.7,12,13.83,Retained,5/20/2023
P115, Rohit Sharma ,2024,RCB,India,Bowler,9,8,194,16,6.7,350,42,11,26,9.11,13.11,5,2.51,Playing,4/18/2025
P051,KL RAHUL,2023,RCB,India,Wicket Keeper,14,10,205,38,15.61,-10,37,26,7,7.84,42.58,20,14.03,Playing,6/10/2023
P184,RUTURAJ GAIKWAD,2024,MI,,Wicket Keeper,12,2,,92,50.83,-10,9,37,5,4.6,44.88,7,,Retained,2/25/2024
P189, Hardik Pandya ,2024,RCB,New Zealand,All-rounder,1,2,,131,53.37,,12,47,26,3.44,41.35,6,23.53,Playing,5/16/2023
P014,Virat Kohli,2024,RCB,England,Bowler,13,12,340,74,56.28,350,9,29,13,3.78,27.8,7,,Playing,5/6/2024
P155,Virat Kohli,2024,Chennai Super Kings,,All-rounder,7,1,69,122,70.14,-10,82,14,4,6.01,35.06,20,3.49,Playing,20/04/2023
P100,Virat Kohli,2023,Sunrisers Hyderabad,England,Bowler,13,4,862,32,35.9,350,50,21,30,10.01,29.61,1,,Released,10/10/2024
P185,Jasprit Bumrah,2025,SRH,South Africa,Batter,1,7,857,25,63.87,81.95,69,56,18,7.09,37.81,2,0.39,Injured,11/5/2023
P032,SHUBMAN GILL,2025,MI,India,All-rounder,11,3,,141,9.57,,83,29,14,5.66,26.91,7,,Injured,5/30/2025
P158,Rohit Sharma,2025,Mumbai Indians,Australia,All-rounder,13,0,277,103,31.87,148.89,82,43,8,5.6,11.82,19,,Injured,12/2/2024
P031, Ravindra Jadeja ,2024,Mumbai Indians,South Africa,Wicket Keeper,1,11,,130,63.41,110.13,69,0,1,9.21,15.66,9,8.97,Released,3/10/2023
P129,ROHIT SHARMA,2025,Mumbai Indians,England,All-rounder,8,8,759,79,52.14,350,80,53,28,3.72,13.96,10,8.1,Released,28/04/2025
P018,Suryakumar Yadav,2025,RCB,England,Wicket Keeper,9,8,340,61,59.19,-10,66,11,16,3.26,25.29,0,,Injured,4/20/2023
P127,RUTURAJ GAIKWAD,2023,CSK,India,Batter,12,11,764,47,8.6,-10,91,25,25,10.64,41.59,9,,Retained,8/26/2025
P079,Ruturaj Gaikwad,2025,Sunrisers Hyderabad,South Africa,Wicket Keeper,1,10,,26,32.04,350,76,1,19,6.37,24.98,16,1.26,Injured,8/28/2025
P023,Shubman Gill,2024,CSK,,Bowler,5,7,,44,37.08,350,79,50,28,7.06,28.83,4,2.17,Playing,3/30/2025
P172,SHUBMAN GILL,2025,Kolkata Knight Riders,,Wicket Keeper,0,11,790,103,14.89,,68,18,26,4.76,18.05,7,,Injured,6/16/2024
P201,HARDIK PANDYA,2024,Sunrisers Hyderabad,England,Batter,12,2,426,5,44.73,141.37,96,14,12,6.48,33,3,23.41,Released,8/7/2023
P165, Hardik Pandya ,2024,RCB,Australia,Bowler,11,1,429,87,50.69,,53,55,25,3.57,26.17,10,14.19,Released,5/26/2024
P162,Ruturaj Gaikwad,2023,Kolkata Knight Riders,New Zealand,Wicket Keeper,9,6,607,5,51,,54,55,6,10.81,44.25,19,23.11,Injured,9/4/2023
P101,HARDIK PANDYA,2025,Kolkata Knight Riders,Australia,Bowler,8,9,627,40,38.71,205.79,11,2,18,8.87,45.06,13,,Released,12/2/2023
P127,MS Dhoni,2023,Chennai Super Kings,South Africa,Batter,9,13,803,46,62.3,350,98,53,11,9.13,33.47,9,,Playing,5/22/2025
P057,SURYAKUMAR YADAV,2025,Mumbai Indians,,Batter,13,10,643,25,45.06,-10,77,6,24,6,32.67,11,13.24,Playing,7/20/2025
P141,Jasprit Bumrah,2023,MI,England,Wicket Keeper,5,8,,140,21.31,188.78,67,31,5,7.36,29.85,6,,Playing,1/26/2024
P141,Shubman Gill,2023,Kolkata Knight Riders,New Zealand,Batter,1,1,726,3,77.29,350,2,14,22,3.99,37.14,16,18.29,Released,21/10/2023
P174,Rohit Sharma,2024,Royal Challengers Bengaluru,New Zealand,Batter,6,13,114,115,36.89,186.74,24,36,12,3.02,28.71,11,,Released,19/05/2023
P111, MS Dhoni ,2025,KKR,,All-rounder,11,9,154,59,57.72,190.21,5,15,17,10.33,17.54,11,,Released,1/4/2023
P161,MS Dhoni,2023,CSK,New Zealand,Wicket Keeper,11,6,,99,68.4,350,78,45,25,9.23,31.22,11,,Released,10/10/2024
P067,VIRAT KOHLI,2023,KKR,New Zealand,Bowler,5,14,833,65,61.75,350,80,19,10,5.07,21.55,10,,Retained,25/08/2024
P146,KL RAHUL,2025,Chennai Super Kings,South Africa,All-rounder,3,14,248,116,47.53,128.05,80,26,30,10.28,45.2,18,,Released,4/27/2024
P084,MS Dhoni,2025,MI,India,All-rounder,14,6,501,12,41.07,,6,20,12,8.35,39.3,11,,Injured,28/04/2024
P093,Ruturaj Gaikwad,2023,RCB,South Africa,Wicket Keeper,11,14,680,71,48.99,350,36,33,10,11.16,30.09,18,,Injured,11/10/2023
P010,Suryakumar Yadav,2023,KKR,India,All-rounder,5,14,649,122,16.03,,7,31,19,9.5,40.8,11,13.34,Retained,14/06/2024
P104,Suryakumar Yadav,2024,Chennai Super Kings,India,Batter,13,4,603,24,72.18,,12,52,27,8.32,39.87,13,,Retained,5/22/2025
P109, Rohit Sharma ,2023,SRH,South Africa,Wicket Keeper,13,10,864,83,17.51,,24,6,26,9.3,42.33,19,,Retained,4/8/2024
P134,Jasprit Bumrah,2024,Royal Challengers Bengaluru,England,Batter,6,3,564,72,20.76,350,36,44,25,7.49,30.86,12,19.11,Injured,4/28/2024
P162,RAVINDRA JADEJA,2023,RCB,England,All-rounder,10,8,644,11,14.24,350,27,6,19,6.4,48.24,16,8.29,Playing,8/6/2023
P061,KL Rahul,2025,Sunrisers Hyderabad,India,Bowler,10,10,345,67,20.69,350,56,56,8,8.69,21.28,20,,Playing,6/1/2025
P056,Ruturaj Gaikwad,2025,Royal Challengers Bengaluru,South Africa,Bowler,8,9,835,126,45.23,,7,52,0,7.35,29.53,2,,Released,1/4/2025
P021,Rohit Sharma,2024,Chennai Super Kings,New Zealand,Wicket Keeper,1,4,576,9,39.07,-10,99,13,24,6.19,16.38,15,,Playing,3/24/2025
P026,Rohit Sharma,2024,Kolkata Knight Riders,,Batter,8,11,,64,23.74,,2,44,15,5.73,34.09,16,0.33,Retained,7/3/2024
P073,Ruturaj Gaikwad,2024,KKR,New Zealand,Bowler,9,1,799,93,9.6,192.33,65,7,3,11.66,23.82,8,15.47,Injured,1/11/2024
P167,Ravindra Jadeja,2025,Kolkata Knight Riders,New Zealand,All-rounder,5,5,,0,50.02,350,91,38,6,7.31,12.18,10,,Retained,8/19/2023
P087,Rohit Sharma,2024,CSK,,Bowler,2,0,,5,63.07,,89,26,0,11.58,32.8,1,,Released,7/28/2025
P125, Ravindra Jadeja ,2023,Sunrisers Hyderabad,India,All-rounder,13,6,,73,23.83,172.27,10,11,10,11.09,30.25,1,,Retained,9/26/2024
P009,RUTURAJ GAIKWAD,2023,Kolkata Knight Riders,,Bowler,11,7,126,94,32.02,131.01,36,51,2,3.08,32.87,19,,Playing,10/23/2024
P060,RUTURAJ GAIKWAD,2025,Royal Challengers Bengaluru,India,Wicket Keeper,8,2,,91,46.15,-10,62,56,26,8.78,21.07,18,6.6,Playing,27/08/2024
P086, KL Rahul ,2024,KKR,New Zealand,Batter,1,8,664,137,60.13,-10,85,52,13,5.73,30.77,13,4.13,Released,7/1/2025
P011,MS Dhoni,2023,RCB,Australia,Bowler,5,10,,7,61.5,,55,42,2,3.27,30.96,3,17.85,Injured,2/3/2025
P014,RUTURAJ GAIKWAD,2024,Mumbai Indians,New Zealand,Wicket Keeper,2,10,222,5,66.07,-10,79,4,26,4.96,45.51,5,3.06,Retained,6/1/2024
P139,RUTURAJ GAIKWAD,2025,SRH,South Africa,All-rounder,10,10,,147,23.31,190.86,36,27,7,6.06,17.94,18,3.17,Retained,7/8/2024
P220,MS Dhoni,2023,CSK,New Zealand,All-rounder,5,2,614,135,54.47,145.66,81,24,21,8.31,37.02,5,,Released,15/12/2024
P079,Shubman Gill,2025,Kolkata Knight Riders,South Africa,Wicket Keeper,8,12,181,6,30.76,-10,55,19,27,5.73,13.47,13,,Injured,1/22/2025
P090, Hardik Pandya ,2023,RCB,,Wicket Keeper,4,14,,62,50.35,,94,22,22,5.17,32.57,11,,Injured,26/07/2023
P065,KL RAHUL,2024,Mumbai Indians,,Wicket Keeper,4,11,130,121,71.67,,53,1,25,6.85,30.72,13,,Playing,3/10/2024
P216, Rohit Sharma ,2023,RCB,South Africa,Bowler,7,14,628,140,11.48,-10,64,0,7,8.01,21.07,17,,Released,1/8/2024
P154,Ruturaj Gaikwad,2025,KKR,South Africa,Wicket Keeper,12,11,,150,55.29,350,80,38,27,4.42,20.5,9,13.28,Retained,6/14/2024
P063,Ruturaj Gaikwad,2023,SRH,New Zealand,All-rounder,0,1,671,118,30.25,,56,17,26,11.48,42.92,4,,Playing,1/8/2025
P020,MS Dhoni,2023,CSK,England,All-rounder,13,2,,56,73.86,-10,57,18,7,3.5,35.8,20,24.96,Playing,6/28/2024
P087, Suryakumar Yadav ,2025,MI,India,Bowler,0,6,,5,43.89,,21,29,27,7.78,22.35,0,,Released,24/03/2025
P028,Hardik Pandya,2025,KKR,India,Batter,0,11,,63,62.36,,1,4,26,8.32,14.11,8,1.06,Playing,8/2/2024
P055, Rohit Sharma ,2025,RCB,Australia,Wicket Keeper,1,14,199,129,38.86,350,31,38,2,10.53,30.19,13,,Released,18/09/2023
P027,Hardik Pandya,2025,Royal Challengers Bengaluru,Australia,All-rounder,14,9,289,19,68.67,350,81,59,6,11.37,28.86,10,16.49,Retained,2/1/2024
P169,Rohit Sharma,2024,MI,New Zealand,Bowler,0,4,,144,17.71,,89,14,30,10.96,31.96,15,,Injured,2/19/2024
P020,Suryakumar Yadav,2024,CSK,Australia,Batter,13,8,,18,14,186.44,13,45,17,9.56,16.47,6,15.62,Released,24/09/2023
P125,Jasprit Bumrah,2025,KKR,Australia,All-rounder,1,8,,81,25,199.82,72,45,12,3.91,27.8,6,,Released,6/10/2024
P203,VIRAT KOHLI,2023,Sunrisers Hyderabad,England,Bowler,12,4,683,99,8.44,350,65,43,19,3.19,14.87,13,2.9,Playing,3/5/2023
P136,SURYAKUMAR YADAV,2023,RCB,New Zealand,Batter,8,11,315,105,6.19,350,72,31,19,11.83,44.26,20,22.64,Released,22/06/2025
P208,Jasprit Bumrah,2023,CSK,Australia,Bowler,14,0,6,33,51.33,350,62,28,13,10.74,12.54,6,21.37,Playing,10/6/2023
P094, Virat Kohli ,2025,Kolkata Knight Riders,India,All-rounder,3,11,594,75,52.93,350,68,48,9,4.24,10.86,11,,Playing,11/27/2023
P121,ROHIT SHARMA,2025,Mumbai Indians,New Zealand,Bowler,12,12,17,142,41.91,,31,23,29,3.21,17.62,10,,Injured,15/07/2024
P185,KL Rahul,2023,Kolkata Knight Riders,New Zealand,Wicket Keeper,1,4,,43,79.98,139.01,92,54,30,9.94,13.62,4,,Retained,30/06/2025
P193,VIRAT KOHLI,2023,CSK,India,Bowler,6,4,874,86,17.07,,27,2,7,5.92,14.11,4,,Injured,20/05/2023
P147, Rohit Sharma ,2023,Royal Challengers Bengaluru,India,All-rounder,6,14,,9,54.98,,70,18,28,7.57,29.52,15,,Released,12/12/2024
P211,RUTURAJ GAIKWAD,2025,Sunrisers Hyderabad,Australia,Batter,13,6,,31,28.21,117.27,35,43,16,3.53,31.47,5,,Retained,9/14/2024
P048,Suryakumar Yadav,2025,MI,South Africa,Batter,1,11,286,60,10.77,-10,53,19,0,5.21,29.21,13,7.68,Playing,8/26/2024
P106,Jasprit Bumrah,2023,Kolkata Knight Riders,New Zealand,All-rounder,9,2,841,142,62.83,,18,43,10,3.25,48.42,17,,Injured,2/26/2024
P218,Shubman Gill,2023,CSK,New Zealand,All-rounder,13,3,204,77,30.18,350,25,43,26,7.67,24.59,6,0.36,Injured,4/25/2023
P175,Rohit Sharma,2025,KKR,New Zealand,Wicket Keeper,11,3,22,104,66.6,,33,10,28,3.15,37.36,3,,Playing,16/07/2024
P134, ROHIT SHARMA ,2023,Kolkata Knight Riders,India,Wicket Keeper,3,7,,33,20.89,-10,45,10,24,5.93,34.19,3,22.98,Retained,10/29/2023
P003,JASPRIT BUMRAH,2024,MI,New Zealand,Bowler,8,5,562,111,6.93,,65,57,22,6.84,47.44,11,,Playing,5/31/2025
P037,JASPRIT BUMRAH,2025,RCB,,All-rounder,13,1,861,94,64.19,350,65,12,20,9.64,24.49,0,,Released,30/06/2025
P145,SURYAKUMAR YADAV,2025,Chennai Super Kings,South Africa,Batter,6,7,,137,39.34,-10,64,59,28,7.49,24.4,2,3.07,Playing,16/03/2025
P190,KL Rahul,2023,CSK,India,Bowler,4,5,669,70,28.63,-10,52,18,30,10.2,15.15,0,23.1,Released,13/08/2023
P146,KL Rahul,2023,Royal Challengers Bengaluru,India,Wicket Keeper,4,14,118,129,52.37,194.77,34,55,24,9.6,22.34,8,,Playing,7/4/2023
P071,ROHIT SHARMA,2023,Sunrisers Hyderabad,South Africa,Batter,0,7,645,125,15.84,,24,50,15,10.98,39.36,17,,Injured,1/1/2024
P132,Shubman Gill,2025,Chennai Super Kings,South Africa,Wicket Keeper,3,2,73,110,25.69,-10,63,37,15,3.72,21.94,12,3.63,Injured,8/27/2024
P028,RUTURAJ GAIKWAD,2025,SRH,Australia,Batter,6,6,,148,22.4,214.38,2,24,25,4.04,30.71,18,23.61,Playing,4/10/2024
P095,ROHIT SHARMA,2025,KKR,England,Batter,14,2,553,99,18.65,117.43,44,49,11,5.84,47.81,6,,Injured,12/26/2024
P190,RAVINDRA JADEJA,2023,KKR,,Batter,8,12,853,67,52.82,350,39,57,13,6.93,45.78,7,12.87,Injured,12/18/2023
P178, MS DHONI ,2023,RCB,India,Bowler,0,3,519,2,30.37,204.07,17,11,20,5.22,20.12,15,,Playing,7/16/2023
P160,Ravindra Jadeja,2025,Chennai Super Kings,New Zealand,All-rounder,8,5,,146,30.42,91.53,67,31,26,8.92,48.35,7,23.37,Playing,4/23/2024
P059, Hardik Pandya ,2024,Sunrisers Hyderabad,,Batter,9,9,609,87,29.05,350,83,10,28,4.41,21.98,12,1.98,Playing,28/08/2024
P076,Shubman Gill,2023,RCB,,All-rounder,12,4,149,26,10.77,350,2,17,18,6.81,49.52,13,,Injured,9/21/2023
P067, Shubman Gill ,2025,Mumbai Indians,,Wicket Keeper,12,13,717,40,8.1,-10,92,60,25,8.9,45.85,6,,Injured,1/28/2025
P190,SURYAKUMAR YADAV,2023,Chennai Super Kings,India,Wicket Keeper,7,3,14,146,34.56,350,27,30,16,9.34,34.27,14,,Injured,10/29/2023
P039,MS Dhoni,2024,RCB,England,Wicket Keeper,0,5,726,15,58.11,-10,91,51,8,10.61,46.09,7,,Injured,7/27/2025
P199,RAVINDRA JADEJA,2025,KKR,India,Bowler,7,14,666,62,21.72,,14,3,29,7.8,10.08,17,6.5,Released,1/27/2024
P064,MS Dhoni,2025,Royal Challengers Bengaluru,India,Bowler,11,2,125,62,18.51,111.38,76,48,28,5.15,20.48,2,,Playing,19/01/2025
P196,Jasprit Bumrah,2023,MI,India,Wicket Keeper,10,8,854,85,42.63,350,42,25,3,8.44,28.34,5,0.53,Playing,5/8/2025
P178,Shubman Gill,2025,SRH,South Africa,Bowler,7,9,578,12,24.68,,80,53,29,3.27,37.04,6,,Playing,7/21/2024
P177, Ravindra Jadeja ,2025,MI,,All-rounder,3,11,394,25,23.17,350,70,33,28,4.96,24.97,5,,Playing,12/11/2023
P169,JASPRIT BUMRAH,2025,SRH,India,All-rounder,4,2,530,46,13.78,,46,51,30,9.28,29.47,13,15.48,Injured,8/11/2024
P183,Hardik Pandya,2024,CSK,,All-rounder,7,1,,75,51.44,186.32,77,15,15,4.47,49,16,,Playing,16/11/2024
P003, Suryakumar Yadav ,2023,Kolkata Knight Riders,India,Batter,14,1,762,4,49.14,219.53,13,1,17,3.41,33.2,13,6.78,Released,8/13/2024
P037, MS Dhoni ,2025,KKR,India,All-rounder,12,14,456,54,5.44,103.3,21,48,15,9.19,17.41,8,,Injured,30/10/2023
P187,KL Rahul,2024,RCB,New Zealand,All-rounder,4,4,703,114,42.76,,81,58,6,4.17,21.94,10,,Released,26/04/2024
P098,Jasprit Bumrah,2025,KKR,England,All-rounder,8,7,,104,74.78,81.25,58,28,4,7.63,42.74,12,9.73,Injured,12/27/2023
P001, Virat Kohli ,2023,Chennai Super Kings,India,Batter,3,14,,44,44.14,350,67,20,19,6.79,39.38,15,,Playing,25/12/2023
P192,Rohit Sharma,2024,Sunrisers Hyderabad,,Batter,0,2,698,72,36.58,350,55,3,17,11.74,37.78,9,,Released,6/13/2025
P079,Ravindra Jadeja,2025,RCB,New Zealand,All-rounder,7,13,10,74,65.55,187.93,62,60,16,8.84,15.18,12,0.76,Released,6/15/2025
P017,Ruturaj Gaikwad,2024,CSK,India,Bowler,2,12,,0,62.62,350,90,34,10,7.67,14.85,7,4.04,Released,7/1/2024
P062,VIRAT KOHLI,2023,KKR,India,All-rounder,8,12,,0,55.42,,81,57,4,5.36,24.93,9,11.48,Injured,8/9/2023
P095,SHUBMAN GILL,2023,RCB,India,All-rounder,4,3,728,52,6.06,-10,39,16,21,5.21,41.58,5,9.53,Released,5/20/2025
P095,SURYAKUMAR YADAV,2025,Mumbai Indians,South Africa,Wicket Keeper,9,4,778,6,51.34,-10,74,2,24,3.45,21.2,12,15.04,Retained,6/7/2024
P030,Suryakumar Yadav,2025,Kolkata Knight Riders,,Bowler,12,11,,66,15.75,350,93,54,30,3.92,15.7,1,1.78,Playing,8/17/2025
P176, Jasprit Bumrah ,2025,Mumbai Indians,England,All-rounder,3,7,221,38,23.24,350,84,35,1,8.46,38.08,17,,Retained,6/23/2025
P046,Hardik Pandya,2024,Sunrisers Hyderabad,New Zealand,Wicket Keeper,7,0,,99,39.53,-10,53,39,24,3.24,27.66,9,,Playing,25/07/2024
P009,Ravindra Jadeja,2025,Royal Challengers Bengaluru,South Africa,All-rounder,13,6,,89,20.22,350,38,28,21,5.27,43.9,1,10.64,Retained,18/11/2024
P116,KL Rahul,2024,Kolkata Knight Riders,England,Wicket Keeper,6,11,192,116,26.72,350,39,44,18,3.94,33.32,0,23.21,Injured,4/26/2025
P191,Hardik Pandya,2025,SRH,South Africa,Bowler,4,14,,112,27.56,-10,25,25,11,11.34,10.98,4,,Released,1/10/2024
P141,Shubman Gill,2023,SRH,England,Batter,0,9,766,145,55.44,350,84,9,0,7.7,17.47,18,,Released,4/20/2025
P152,Shubman Gill,2023,Chennai Super Kings,England,All-rounder,9,1,301,110,39.09,350,52,55,11,8.91,40.47,3,,Injured,5/28/2023
P133,MS DHONI,2025,Kolkata Knight Riders,,Wicket Keeper,6,6,544,100,25.56,-10,53,32,8,9.55,47.27,8,,Retained,8/10/2025
P079, Shubman Gill ,2023,Mumbai Indians,India,Wicket Keeper,13,13,411,1,12.96,176.55,12,2,8,5.06,13.83,10,15.29,Retained,8/26/2025
P108, Hardik Pandya ,2024,MI,New Zealand,Batter,12,7,299,69,61.95,350,100,18,15,4.93,41.24,11,,Playing,8/24/2024
P220,ROHIT SHARMA,2024,Royal Challengers Bengaluru,South Africa,Wicket Keeper,6,0,685,86,58.94,100.79,15,29,28,7.54,48.26,15,6.92,Playing,5/27/2025
P035,Shubman Gill,2025,Kolkata Knight Riders,England,Wicket Keeper,12,12,832,75,59.6,-10,74,18,7,6.92,25.08,16,,Released,5/27/2024
P093,Jasprit Bumrah,2025,Mumbai Indians,India,Wicket Keeper,12,9,195,9,66.94,102.71,16,4,7,9.51,27.17,1,,Retained,23/10/2024
P084,Jasprit Bumrah,2023,Royal Challengers Bengaluru,South Africa,Bowler,7,0,709,125,77.85,350,31,31,1,4.43,12.55,3,,Playing,8/16/2024
P167,Ravindra Jadeja,2024,Mumbai Indians,England,Bowler,7,12,,83,10.46,-10,22,7,13,8.46,15.43,14,,Injured,1/7/2025
P213,Suryakumar Yadav,2025,RCB,New Zealand,Batter,6,3,441,53,6.21,158.64,34,48,23,4.9,45.13,8,,Playing,6/5/2024
P201,Ruturaj Gaikwad,2023,Mumbai Indians,,Wicket Keeper,10,3,374,101,77.26,170.42,49,55,17,4.1,15.43,5,3.61,Injured,30/01/2024
P015,Virat Kohli,2025,RCB,India,All-rounder,4,10,596,29,48.45,,70,22,4,5.91,11.62,2,,Injured,1/19/2025
P113,Hardik Pandya,2024,Mumbai Indians,South Africa,Bowler,9,14,43,147,15.34,350,78,23,9,11.44,22.98,15,14.46,Retained,9/1/2025
P121,Suryakumar Yadav,2025,RCB,South Africa,Batter,5,4,581,147,44.72,-10,47,34,28,4.64,19.77,13,21.23,Retained,5/9/2025
P107,Hardik Pandya,2023,SRH,England,Bowler,3,0,588,150,49.79,-10,6,34,24,6.73,43.33,9,,Playing,5/27/2023
P100,Jasprit Bumrah,2023,Mumbai Indians,,Wicket Keeper,13,6,,52,15.53,166.57,31,58,4,8.55,34.06,18,,Released,24/04/2023
P148, MS DHONI ,2024,SRH,England,Batter,13,0,418,37,53.39,,87,23,25,3.07,14.69,19,,Retained,25/05/2025
P210,Ravindra Jadeja,2023,SRH,Australia,All-rounder,9,13,11,127,42.33,350,62,3,20,7.92,42.21,14,,Retained,7/17/2023
P203,Ravindra Jadeja,2025,Chennai Super Kings,England,All-rounder,1,10,466,140,33.72,142.21,25,49,29,7.95,49.45,1,8.61,Playing,5/4/2024
P129, Hardik Pandya ,2024,Mumbai Indians,England,Bowler,11,8,900,73,17.77,,35,25,18,3.38,26.98,8,,Injured,4/24/2023
P158,MS DHONI,2025,MI,South Africa,Wicket Keeper,2,0,,46,62,,46,15,11,3.19,24.81,14,,Playing,13/12/2024
P118,KL Rahul,2025,MI,England,Bowler,10,14,857,22,32.06,,13,46,3,5.48,24.56,17,23.08,Playing,1/16/2025
P127,Hardik Pandya,2023,MI,India,All-rounder,12,10,,136,66.04,,95,60,4,9.89,34.13,17,,Retained,12/11/2023
P073,KL Rahul,2025,SRH,India,Bowler,7,7,697,13,61.95,176.35,92,6,9,8.87,18.38,8,,Released,9/5/2025
P206,Rohit Sharma,2024,Sunrisers Hyderabad,,Wicket Keeper,14,10,247,141,68.13,-10,53,55,0,6.03,12.79,0,22.74,Released,30/10/2024
P089,Rohit Sharma,2025,Kolkata Knight Riders,South Africa,Bowler,14,5,561,26,68.76,350,8,17,22,8.17,21.4,9,,Injured,30/04/2023
P104,KL Rahul,2025,SRH,New Zealand,All-rounder,1,11,331,16,42.54,-10,68,36,26,4.21,22.07,8,14.9,Retained,29/07/2023
P036,Hardik Pandya,2024,MI,New Zealand,All-rounder,7,7,,27,63.91,350,14,21,21,9.79,48.52,0,,Retained,2/22/2025
P210,JASPRIT BUMRAH,2024,Kolkata Knight Riders,South Africa,Wicket Keeper,8,2,440,8,63.83,-10,57,17,28,11.87,35.31,16,,Injured,2/11/2024
P008,MS DHONI,2025,Royal Challengers Bengaluru,England,Wicket Keeper,8,2,544,32,51.23,,11,49,2,9.7,19.11,16,11.92,Playing,28/01/2024
P148,Shubman Gill,2025,RCB,England,Batter,4,11,317,145,36.27,-10,24,38,18,7.97,27.08,15,6.01,Injured,27/04/2024
P159,MS Dhoni,2024,Kolkata Knight Riders,India,Bowler,0,7,530,142,15.14,129.87,82,31,7,7.71,43.79,4,15.02,Playing,25/12/2023
P132,Shubman Gill,2024,Chennai Super Kings,England,Wicket Keeper,2,2,393,27,33.78,-10,2,7,30,11.7,16.93,18,,Injured,10/7/2024
P131,Shubman Gill,2024,Chennai Super Kings,Australia,All-rounder,8,12,12,16,72.02,80.21,80,14,28,7.26,45.67,9,,Injured,4/2/2024
P002,KL RAHUL,2024,CSK,Australia,Wicket Keeper,12,5,200,123,17,-10,13,22,7,7.8,33.82,2,5.53,Playing,5/3/2024
P182,KL RAHUL,2025,CSK,South Africa,Bowler,3,12,10,83,8.49,350,55,31,17,11.82,31.92,17,3.3,Injured,13/10/2024
P131,VIRAT KOHLI,2024,Royal Challengers Bengaluru,India,Batter,6,3,,25,24.38,-10,74,34,13,9.3,23.81,6,,Retained,1/26/2025
P083,Shubman Gill,2025,Royal Challengers Bengaluru,,All-rounder,8,11,2,23,69.03,-10,13,14,26,10.99,31.1,9,,Injured,6/7/2024
P188,Suryakumar Yadav,2023,Chennai Super Kings,Australia,Wicket Keeper,1,7,,37,64.23,102.87,76,52,5,5.07,22.05,17,21.77,Playing,10/7/2023
P220,HARDIK PANDYA,2025,Kolkata Knight Riders,India,All-rounder,6,0,894,139,35.21,350,91,10,24,9.71,26.82,10,,Retained,8/7/2023
P150,RAVINDRA JADEJA,2024,Kolkata Knight Riders,Australia,All-rounder,13,9,,26,66.26,,40,1,13,7,15.51,9,8.52,Playing,12/26/2023
P159, Shubman Gill ,2024,KKR,,Bowler,5,3,,67,21.9,,92,21,21,6.79,34.84,8,,Retained,3/6/2025
P122,Ravindra Jadeja,2025,Mumbai Indians,India,All-rounder,11,11,,15,44.73,134.12,30,29,13,9.01,43.48,9,23.16,Playing,2/18/2024
P202, Rohit Sharma ,2025,RCB,England,Batter,2,7,35,124,59.79,350,3,53,22,8.57,24.33,8,,Released,2/23/2025
P174, SURYAKUMAR YADAV ,2023,Mumbai Indians,India,Batter,5,6,486,135,47.02,132.74,61,28,19,4.03,35.9,0,,Retained,12/27/2023
P080,KL Rahul,2024,RCB,Australia,Wicket Keeper,2,13,,71,40.83,,47,56,5,4.69,21.95,16,,Retained,31/08/2023
P145,Shubman Gill,2024,SRH,Australia,Batter,4,0,,91,63.04,189.09,88,41,24,9.6,10.3,3,1.28,Playing,7/8/2024
P103,Rohit Sharma,2023,RCB,England,Batter,4,6,,78,16.42,214.07,34,53,29,3.54,38.19,13,17.28,Released,28/09/2024
P036, Suryakumar Yadav ,2023,Royal Challengers Bengaluru,South Africa,Batter,1,8,588,129,74.02,350,12,10,30,6.05,29.19,8,11.02,Playing,5/15/2023
P209,KL Rahul,2023,RCB,India,All-rounder,12,1,809,64,27.24,,20,7,25,10.22,47.7,0,,Injured,26/08/2023
P113,Ravindra Jadeja,2025,Kolkata Knight Riders,England,Batter,10,4,545,29,27.9,350,38,19,0,4.93,21.86,17,,Playing,5/4/2023
P033, Shubman Gill ,2025,Sunrisers Hyderabad,England,Wicket Keeper,6,3,758,59,20.04,,44,12,15,7.19,34.98,9,3.9,Playing,5/23/2025
P077, Jasprit Bumrah ,2025,KKR,India,Batter,6,13,610,85,32.18,202.24,49,3,16,5.38,12.78,9,8.14,Retained,6/6/2025
P009, Rohit Sharma ,2024,MI,Australia,Batter,11,14,318,75,68.96,-10,80,5,29,3.75,34.16,9,18.21,Retained,4/5/2025
